narration_id,url,content
campaign_guides.lure_of_the_valley.1_missions.narration_5,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions#rangers-choose,"Calypsa turns to you. “Kal and I are heading out into the Valley. We’ll be on shadow patrol. That is, we’ll never be too far away from you for the next few weeks.”
“You shouldn’t need our help, of course,” Kal says. “I can tell by looking at you that you’re more than capable.”
“Farewell for now,” Calypsa says and starts down the eastern path away from Lone Tree. “Spirits guide you. Follow your instinct!” She and Kal walk steadily out of sight."
campaign_guides.lure_of_the_valley.1_missions.1_01.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_01,"Hy Pimpot places the last juniper biscuit into the basket and hands it to you. “There’s no better way to begin a friendship than with a freshly baked biscuit,” he says. “The people of White Sky just love meeting new Rangers. They always come bearing treats!” Hy Pimpot winks and takes a biscuit for himself.
You shoulder the basket and walk down the trail. As you do, the enticing aroma of the biscuits wafts up from the basket. You remember that you haven’t eaten anything since breakfast. Your stomach growls. Surely they won’t miss one or two."
campaign_guides.lure_of_the_valley.1_missions.1_02.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_02,"With an empty basket, you continue down the path until you come across Calypsa and Kal, resting beside a bubbling stream. Calypsa gestures toward the basket.
“How did it go?” she asks.
Before you can answer, Kal gives a mirthless laugh. “I think those crumbs speak for themselves.”
You glance down and self-consciously brush the biscuit crumbs off your shirt."
campaign_guides.lure_of_the_valley.1_missions.1_02.narration_2,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_02#102a,"With an empty basket, you continue down the path until you come across Calypsa and Kal, resting beside a bubbling stream. Calypsa gestures toward the basket.
“How did it go?” she asks.
You tell her of the people you met in your travels today and how each was appreciative of Hy Pimpot’s bakery.
Calypsa stands and makes a show of studying you closely. “And … no crumbs! I’m impressed. Kal, I believe this settles our bet. He figured you would have snuck a few for yourself.”
Kal looks at you suspiciously. “You need to learn to live a little,” he says."
campaign_guides.lure_of_the_valley.1_missions.1_03.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_03,"From down the path comes the sound of melodic whistling. Before long, a man wearing many layers of cloaks and walking with the aid of an ornate conduit follows. As he passes, he tips his wide-brimmed hat in your direction.
“Good day to you, friends!”
“Good day, Master Aell,” Calypsa replies. “Lone Tree’s hanging gardens are thirsty. They’ll be grateful for some rain.”
“Fear not, my dear Calypsa! For there is no shaper more skilled at stirring the clouds than I. By the time you return, those gardens will be thoroughly soaked!”
With that, the shaper continues down the path. He resumes his whistling as he passes from sight.
Kal shakes his head. “That fool is overly impressed by his own abilities,” he says. “Trouble will come of it. Mark my words.”
Calypsa nods then turns to you. “It's time you should be on your way,"" she says. ""The village elders often have tasks that require the help of the Rangers. I recommend that you seek them out on your travels. I know also that Kordo would like some help dealing with the caustic mulcher that roams the woodlands. I'm not sure what he has in mind, but you can seek him out at Lone Tree Station if you're interested. Farewell!”
With that, Calypsa and Kal disappear into the forest, leaving you to explore the Valley on your own."
campaign_guides.lure_of_the_valley.1_missions.1_04.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_04,"You wake up in the morning to a dark sky thick with clouds. Rain is falling on the head of the Valley in thick sheets, and the creek near your camp has spilled over its banks.
Before you finish packing, a familiar figure approaches your camp. It’s Kal Iver. “Make haste!” he calls. “Areas southeast of Lone Tree are flooding! It was that ridiculous shaper! Came to water the hanging gardens and instead created an entire storm front! Elder Thrush is sending teams across the upper Valley for rescue and relief efforts. You must go to White Sky, Kobo’s Market, and to the Golden Shore, if you can get there in time. Make sure everyone is safe, then provide whatever aid you can.”
“This could have been avoided,” Kal says, mostly to himself. He looks down the trail in the direction of Lone Tree, then back to you. “I would accompany you, but Calypsa and I have been tasked with finding Aell. Maybe he can fix the mess that he’s created and put a stop to this rain. You’re on your own. Good luck! You’re going to need it!”
As if on cue, a peal of thunder rattles the air."
campaign_guides.lure_of_the_valley.1_missions.1_05.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_05#read-the-entry-corresponding-to-the-location-to-which-you-are-traveling,"White Sky:
 The wind has been rising steadily and now is blowing the rain in huge sheets across the lake. Swelling tributary streams threaten to overtake the shoreline. Animals and villagers alike flee to safety lest they be caught in the flood.
Kobo’s Market:
 From far off you can hear shouts of alarm. You can just make out the dell that holds Kobo’s Market through the driving rain. The water around the main structure is already knee deep, and you can see Ren Kobo’s porters saving what goods they can, retreating to the upper balcony.
Golden Shore:
 Tributary streams north of the shoreline have begun to spill their banks, becoming a boiling sluice of brown water among the pines. If the water isn’t redirected, it could wash out long stretches of the shoreline and carry away dozens, or even hundreds, of trees."
campaign_guides.lure_of_the_valley.1_missions.1_06.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_06,"Although you spent the last few hours trying to shore up barricades and redirect the raging flow of water, the flood finally overwhelms your efforts. You have no choice but to retreat to higher ground."
campaign_guides.lure_of_the_valley.1_missions.1_07.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_07,"With some quick thinking and a lot of backbreaking work, you manage to redirect the worst of the floodwaters and save what you can. Thanks to your efforts, this location is through the worst of it."
campaign_guides.lure_of_the_valley.1_missions.1_07.narration_2,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_07,"You’ve done it! The floodwaters have been diverted, and you’ve saved the area around White Sky Lake from the worst of it.
You decide to take a much needed nap, only to wake up to an impromptu party. A number of the locals have gathered with food and drink, and you end up spending most of the afternoon celebrating. Your revelry is interrupted when a man runs up to you and breathlessly says, “You need to come and see this!”"
campaign_guides.lure_of_the_valley.1_missions.1_07.narration_3,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_07#107a,"You follow the man to a small crowd of people gathered by a wide, dark tangle of fallen trees, murmuring to one another in low tones. Calypsa and Kal Iver are there as well, speaking quietly to one another. Among the debris, there is a startling sight: dozens of strange corpses, deposited here by the flood. The corpses are battered, broken, and caked in filth, but they are all clearly one species—a biomeld, and unlike anything any of you have ever seen. You see pale flesh, eyeless faces, and long limbs ending in claws.
Calypsa approaches you with a haunted look on her face. “Kal and I are going to help clean up this mess. What are they? And where did they come from?” She places her hand on your shoulder. “Bring word of this to Elder Orlin in Spire. If anyone in the Valley knows what these things are, it’s her.”"
campaign_guides.lure_of_the_valley.1_missions.1_08.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_08,"At the end of your travels, the tower at the center of Spire has never looked more welcoming. You couldn’t shake the haunted look on Calypsa’s face when she saw those corpses, and ever since that day, you’ve felt a presence, like a patient predator lurking in the underbrush, hounding your every step."
campaign_guides.lure_of_the_valley.1_missions.1_08.narration_2,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_08,"As you cross the bridge to the center of town, Ben Amon, pilot of the Swift and master artificer, joins you. “Hello there! Elder Thrush asked that I come to Spire to check on the hydroelectric turbines just in case they suffered any damage during the flood,” he says. “What brings you here?”
You explain what brought you here, and his smile fades. Without delay, he accompanies you to see Elder Orlin.
You find Elder Mora Orlin in the heart of the Carbon Forge, bent over an air lathe with a heavy piece of carbon in her powerful hands. When she sees you, she shuts off the howling machine and straightens. “What is it?” she growls.
Her flinty stare never wavers as you describe the strange beings with the eyeless faces and dangerous looking claws. When you finish, she grunts and nods to you and Ben Amon. “My mother told me about these. When we first came over the passes into the Valley, our people encountered beings like the ones you described. Vicious biomelds. They called them ‘reclaimers.’”
You ask why “reclaimers?”
“I’m not certain,” says Elder Orlin. “But, they are biomelds—like the caustic mulcher and the toxin eater—and like all biomelds, they serve an ancient purpose. Perhaps they are compelled to capture something they perceive to be lost, or they search for some possession they believe to be theirs. The best way to discover the answer is to find them, and observe their behavior.""
“When you head out into the Valley, keep your eyes open. If you find reclaimers, see what you can learn about them.”
Ben Amon clears his throat. “Elder Orlin, searching the Valley could take weeks. If we want to know where they are, I can set up a scanning rig. We just need to place a few relays around the Valley, and I can sweep for these ... reclaimers.”
Elder Orlin shakes her head and gives Ben a bemused look. ”Sensors. Always sensors! We have all the sensors we need. Right here!” She taps her chest. “And here!” She taps her temple. “Use your instinct. Use your intellect. And you will find them.”
Ben doesn’t waver. “Elder, it’s a big valley. If we don't send some sort of help, they could hike within a half mile of a swarm of these things and never know it.” He turns to you. “What do you think? Do you want to spend weeks searching the Valley for these things, or discover exactly where they are in just a few days?”"
campaign_guides.lure_of_the_valley.1_missions.1_08.narration_3,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_08#rangers-choose,"You agree with Ben. The faster you find out if the reclaimers are in the Valley, the better. Elder Orlin grunts and turns back to her air lathe.
After you leave, Ben takes you to the Hearty Brew, the best tavern in the town. There you find his pincrawler parked in the courtyard. He opens the back hatch, revealing a store of parts and electronic components, along with a folding workbench. He sets to work crafting something, and when you ask what he’s doing, he distractedly mutters that you should think about getting some food.
By the time you’ve finished eating and return, you see a bundle of stakes about a meter long, each topped with a globe criss-crossed with complex circuit inlays. “These are relay scanners,” Ben explains proudly. “Set them up across the Valley, and they should generate a field that will pick up any biomeld activity. If there’s a swarm of reclaimers out there, we’ll see it. Just be sure to spread out the sensors as far as possible; opposite ends of the Valley would be best. When you stick them in the ground, just whistle this tune”— he blows three notes—“and the relay goes active.”
Ben hands you a glass disk in a smooth wooden frame. “Once all three are active, they will send the results to the biological outpost south of Branch. But you can see what they pick up with this.”"
campaign_guides.lure_of_the_valley.1_missions.1_08.narration_4,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_08#rangers-choose,"Elder Orlin grunts approvingly. ""You see, Ben? I am not the only one who believes we are naturally equipped to accurately perceive and interpret our surroundings."""
campaign_guides.lure_of_the_valley.1_missions.1_08.narration_5,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_08#rangers-choose,"""An ironic sentiment coming from the greatest artificer in the Valley,"" Ben replies.
""Nonsense! The tools we craft here at the Carbon Forge require real human effort. Our carbonforged blades, for example, have no equal in quality or durability, but they are nothing without the intention and skill of their wielder. A true artificer does not craft gadgets to replace the senses but creates tools to support and enhance them.""
""Well said, Elder Orlin. Well said. No matter how many years of experience I might accrue, I will forever be your apprentice."" Elder Orlin sets down her air lathe, gives Ben Amon a hug, and smiles at him. ""Not forever, Ben. Not forever."" She turns to you. ""Take care out there. Stay alert. And may the ancestors and your instincts guide you."""
campaign_guides.lure_of_the_valley.1_missions.1_09.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_09,"You whistle three notes, and the globe at the top of the scanner briefly pulses with an iridescent glow. You feel a low thrum emanate from the device that resonates at the base of your skull."
campaign_guides.lure_of_the_valley.1_missions.1_09.narration_2,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_09,"Now that the final relay has been placed, you feel the thrumming from before, but more intensely. You step away and move down the trail, then you remember the glass disk Ben Amon gave to you. You pull it out, and, after thinking for a moment, whistle the same three notes. A ripple of energy plays across the glass, then you see the delicate echoes of the Valley traced in faint blue light."
campaign_guides.lure_of_the_valley.1_missions.1_09.narration_3,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_09,"As you study the ghostly image of the Valley, you spot the first blip indicating biomeld activity. Then another … and another. You’re not certain how many of these blips are reclaimers, but to your eye, it looks like there are far more intense clusters of activity than usual. Hopefully, the Rangers at the biological outpost can make better sense of this information."
campaign_guides.lure_of_the_valley.1_missions.1_10.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_10#read-the-entry-corresponding-to-your-progress-on-secret-invasion,"You observe the reclaimer as it slinks away. Everything about the biomeld seems designed to be lethal. Why would the ancestors create such a being? What purpose in the ecology could it serve? Perhaps if you find more of them, the answer will be made clear."
campaign_guides.lure_of_the_valley.1_missions.1_10.narration_2,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_10#read-the-entry-corresponding-to-your-progress-on-secret-invasion,"As the reclaimer escapes, you take time to study the tracks it leaves. The patterns its clawed forelimbs leave in the dirt are distinctive, and with a start you realize you’ve seen these tracks before at numerous points throughout your travels. The reclaimers must be all over the Valley!"
campaign_guides.lure_of_the_valley.1_missions.1_10.narration_3,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_10#read-the-entry-corresponding-to-your-progress-on-secret-invasion,"The reclaimer seems to be following a well-worn path, making it easy to pursue. You follow at a distance as it winds through a grove and up, over a hill. You crest the ridge and suddenly stop. At the bottom of the hill, you see numerous sinuous bodies slinking through the underbrush. There must be at least twenty reclaimers. They seem to be milling around an overgrown Estian ruin, occasionally devouring any small animals they find hiding in the underbrush."
campaign_guides.lure_of_the_valley.1_missions.1_10.narration_4,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_10#read-the-entry-corresponding-to-your-progress-on-secret-invasion,"The reclaimers appear to be very territorial—as if they’re clearing the area around the ruins of all other forms of life save the foliage. You shudder to think of what might happen if a pack of these biomelds descended upon a village.
Unsure of how to approach the herd of dangerous biomelds, you think back on your training. Now that you've observed several reclaimers individually, and now in a pack, it would be wise to share your observations with others to help determine a course of action. Of anyone in the Valley, the people who live and work at the biological outpost south of Branch—experts in biomeld and animal behavior—may be able to offer some insight into what the reclaimers are up to."
campaign_guides.lure_of_the_valley.1_missions.1_11.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_11,"“How does it cause this spontaneous growth? It’s fascinating.” Nal looks up from the trail of vines and turns south. “If this being is from the Verdessa, perhaps it is on its way home. I will travel to Tumbledown in case it tries to flee in that direction. If you can, bring it to me there, and I will attempt to speak with it.”"
campaign_guides.lure_of_the_valley.1_missions.1_11.narration_2,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_11#read-the-entry-corresponding-to-your-progress-on-trail-of-vines,"The trail leads deep into the wilderness, far away from any habitation in the Valley. Soon it starts to parallel a set of reclaimer tracks. Interesting. Why is the Verdessian following the reclaimers?"
campaign_guides.lure_of_the_valley.1_missions.1_11.narration_3,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_11#read-the-entry-corresponding-to-your-progress-on-trail-of-vines,"You find the Verdessian in a clearing, again standing beside a docile reclaimer with small white flowers growing out of its back. You watch as the reclaimer slinks away, and the Verdessian slowly turns to face you when suddenly, it seems to melt into the earth! You rush into the clearing, but the Verdessian is gone. You do, however, find several dart-like thorns in the grass. They drip with some sort of goo that, when you take a whiff, causes your senses to reel. You suspect it's a powerful soporific, and maybe how the Verdessian captures the reclaimers. But what is it doing with them? You’ll have to pick up its trail again to learn more."
campaign_guides.lure_of_the_valley.1_missions.1_11.narration_4,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_11#read-the-entry-corresponding-to-your-progress-on-trail-of-vines,"The trail leads to the top of a butte, and when you peer around a fallen tree, you find the Verdessian standing next to another reclaimer which has small white flowers growing out of its spine. As you watch, the Verdessian gestures, and the reclaimer slithers away, seemingly at the Verdessian's command.
You notice that the ground beneath the Verdessian's ""feet"" is solid rock. It may not be able to escape into the ground here as it did before."
campaign_guides.lure_of_the_valley.1_missions.1_11.narration_5,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_11#read-the-entry-corresponding-to-your-progress-on-trail-of-vines,"You emerge from behind the fallen tree. As before, the Verdessian spots you and tries to melt into the ground. But the rocks at its feet prove impenetrable, and instead of vanishing, the Verdessian collapses into a tangled ball of roots, vines, and leaves. You realize this is your chance! You dash forward and carefully scoop the ball into one of your heavy haversacks. The Verdessian squirms inside the sack as a vine pokes out of the top.
You sit, panting for a moment, trying to decide what to do. After some thought, you decide that if anyone is going to be able to communicate with the Verdessian, it's Spirit Speaker Nal.
Almost instantly you feel Nal’s presence—like she's been with you this entire time. Then images come into your mind as if emerging from a dark pool: a towering waterfall, a sheer cliff, and a vast jungle. You recognize it as the view from Tumbledown. Nal wants you to bring the Verdessian to Tumbledown. Somehow, you know that she'll meet you there."
campaign_guides.lure_of_the_valley.1_missions.1_12.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_12#112a,"The Verdessian seems to almost rustle, as if stirred by a breeze. “What is your first question?” Nal asks."
campaign_guides.lure_of_the_valley.1_missions.1_12.narration_2,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_12#rangers-choose,"The Verdessian drops into a crouch, and you see a faint blush of brighter colors beginning to replace the brown-green hue along its arms. It seems agitated. Nal speaks. ""It says 'together,' And 'no connection.' Both at once. This may be difficult."""
campaign_guides.lure_of_the_valley.1_missions.1_12.narration_3,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_12#rangers-choose,"The Verdessian straightens. You see tiny flower buds begin to sprout on its shoulders, and it rhythmically rustles its leaves ""I think that was it,"" says Nal."
campaign_guides.lure_of_the_valley.1_missions.1_12.narration_4,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_12#112b,"“I am learning more about its species,” Nal says. “I see countless plant beings ... it says that it is one of many—some kind of collective deep in the Verdessa. It says there is great danger. I don't know if it's referring to the reclaimers or to something else. Now … I sense … agitation, ask your next question, quickly!”"
campaign_guides.lure_of_the_valley.1_missions.1_12.narration_5,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_12#rangers-choose-1,"Its coloration—a mix of autumnal reds and oranges—grows brighter. “It didn't really answer the question,” Nal says. “As if the answer was ... unimportant. I think it said 'maybe.'”"
campaign_guides.lure_of_the_valley.1_missions.1_12.narration_6,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_12#rangers-choose-1,"The buds on its shoulders grow larger. “I sense disagreement,"" Nal says. ""The reclaimers are not the danger, but it's afraid for its people. It believes they will perish.”"
campaign_guides.lure_of_the_valley.1_missions.1_12.narration_7,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_12#112c,"“I see decay, and a wide pit falling away to darkness—like an arcology sinkhole,” Nal says, her eyes closed. “The reclaimers and the Verdessian are linked, but how?”"
campaign_guides.lure_of_the_valley.1_missions.1_12.narration_8,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_12#rangers-choose-2,"Nal hisses as if she’s been burned, and the colors on the Verdessian’s arms glow brightly. “It's becoming frustrated with us. I keep receiving the same message: Must go, must go.”"
campaign_guides.lure_of_the_valley.1_missions.1_12.narration_9,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_12#rangers-choose-2,"The buds on the Verdessian’s shoulder shake like they may sprout at any instant. “Ah,” Nal gasps. “Yes. It can!”"
campaign_guides.lure_of_the_valley.1_missions.1_12.narration_10,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_12#112d,"The Verdessian's stamen suddenly reaches for Nal, whose face grows pale. “Spire,” she gasps. “It's in danger. I see hundreds of reclaimers. The ones with the white flowers on their backs are marking the trail. Soon the rest will leave the nest, and when they do, they'll head to Spire.”"
campaign_guides.lure_of_the_valley.1_missions.1_12.narration_11,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_12#rangers-choose-3,"Nal flinches. “It's very agitated. It's not attacking, it says. No attack. Only destruction. It believes that there is something underneath Spire. Something it sees as a danger.”"
campaign_guides.lure_of_the_valley.1_missions.1_12.narration_12,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_12#rangers-choose-3,"""Yes. Yes they will, but I see clearly that Spire will be destroyed in the process. It believes that something under Spire threatens its people, and that the reclaimers can stop it.”"
campaign_guides.lure_of_the_valley.1_missions.1_12.narration_13,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_12#read-the-entry-corresponding-to-the-number-of-tokens-on-the-deeper-motives-card,"The Verdessian's stamen relaxes, and a ripple moves through its petals.
Nal sighs. “That's better,"" she says. ""Now, let’s see what else we can learn.”
It takes some time, and you have to help Nal interpret some of the stranger images she sees in the Verdessian’s mind. But eventually, you think you understand. The Verdessian has no quarrel with the Valley and its inhabitants, but something buried deep within the arcology below Spire threatens the Verdessian and its kin. It hoped that the reclaimers would consume Spire and the arcology beneath and thus end the threat.
You spend an even longer time trying to convey the idea that Spire is also a sizable community full of people, even if there is an ancient arcology beneath it. They will be endangered when the reclaimers arrive. Perhaps, you suggest, there is another way to save the Verdessians, and you could help discover it … once the reclaimer threat has been addressed.
""I see a clear image of the Spire overrun with reclaimers,"" Nal says. ""It is too late to change course. The Verdessian has convinced itself that this is the only way to save its people."" ""But I see something else: a collection of Estian ruins ... climbing vines ... a river. There, reclaimers gather in great numbers. A nest. But where?""
The Verdessian turns toward the setting sun, opens its arms, then sinks into the ground like a plant sprouting from the soil in reverse. All that remains is a faint floral scent."
campaign_guides.lure_of_the_valley.1_missions.1_12.narration_14,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/lure_of_the_valley/missions/1_12#read-the-entry-corresponding-to-the-number-of-tokens-on-the-deeper-motives-card,"The Verdessian’s limbs explode in a riot of reds, oranges, and yellows. It crouches, arms akimbo in what you can clearly tell is a threat posture, and claps the hard edges of its arms together several times.
Then the Verdessian sinks into the ground, like a plant sprouting from the soil in reverse. Before you can react, it's gone, leaving only a few withered buds lying on the ground.
""I feel like we unintentionally made an enemy,"" says Nal. ""It's so fearful, it's not thinking clearly. We learned what we need to learn, though: Spire is in danger. You need to find that reclaimer nest. The biologists at the outpost south of Branch should be able to help."""
