narration_id,url,content
campaign_guides.legacy_of_the_ancestors.1_missions_loa.narration_3,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions,"You weave your way through the covered stairways of Lone Tree Station, and as you reach Elder Thrush's ready room, your ears are filled with the rolling thrum of raindrops pelting the roof. 
Elder Thrush stands at the far end of a circular table that dominates the center of the room. Carved from the trunk of a giga-redwood slain by lightning, the table bears faint scorch marks beneath a generous coat of lacquer.
In the center of the table sits a marvelous piece of technology: a multi-hued map of kinetic glass, large enough to depict the entire Valley. With a gesture from Elder Thrush, the surface of the Valley lifts, revealing partially mapped passageways in the ground below. 
Spirit Speaker Nal and Ben Amon are there as well, speaking quietly to each other. As you enter they sit at attention. Elder Thrush studies the shimmering map for a moment, then gestures for you to take a seat across from her.
""Good morning,"" she says in a friendly, no-nonsense tone. ""I trust you slept well last night? I know that you were looking forward to some extended free time after your long patrol, but the people of the Valley are in need once again."" You sit up a little straighter. ""Do you know Silaro Mako?""
You tell Elder Thrush that you are familiar with the Valley's foremost archaeologist and enthusiast of Estian lore.
""You may not have felt it since you were patrolling the Northern Pass, but while you were gone, there was a tremor near Spire. It was barely perceptible here at the Station, and it did not last more than a few moments, but there are many who believe it was an event of great importance.
""Silaro Mako is one of them. He believes that something has … shifted deep within the arcology ruin, and he's eager to investigate. A few days ago, he approached the Council of Elders with a proposal: He wants to lead an expedition into the depths of the arcology to discover the source of the tremor.""
""Elder,"" says Ben Amon, raising a finger. ""If I may, Silaro's theory is well founded in historical fact. Long ago, when the Valley was first settled by our ancestors, there was a tremor not unlike this one. Our ancestors already knew of the arcology ruin beneath Spire, but after the tremor, Sal Orlin, Elder Orlin's father, discovered that a passage had opened near the surface.""
Ben Amon gestures toward the map and the kinetic shards reform to show a detailed view of the Arcology Threshold. A passage within leads to a spiral staircase set inside a deep chimney—a narrow, vertical chasm—plunging far below the surface.
""He went in not knowing what awaited him, and he returned with the Carbon Forge; the most valuable piece of technology we have today. I have no doubt that Silaro hopes to find that another doorway has opened somewhere in the ruin, and that beyond lies an equally important discovery.""
Spirit Speaker Nal nods in agreement. ""There may be another element to this as well. Shortly after the reclaimers came and went, I felt the arcology stir. It's agitated. It has the energy of a scroff-tousled anthill, like it's been startled awake after a centuries-long slumber. I've never been so aware of the lifeforms underground or of the arcology itself. This tremor is no coincidence.""
""There is still much that we do not understand about the Estians,"" says Ben Amon. ""Perhaps the presence of the reclaimers caused an ancient failsafe to be triggered deep within the ruin, for there are many such cautionary tales concerning the relics of the ancestors and the dangers they pose to the unwary. It would be wise to temper our curiosity with caution.""
""Agreed,"" says Elder Thrush. ""It's been five years since the last expedition. Perhaps Calypsa spoke of it during your training. It was to be a simple excursion to Orlin's Vault, but tragedy must have befallen them, for none from the expedition were seen again."" She shakes her head. ""I recommended against this new expedition at the Council, but I found myself in the minority. I did agree, however, that it would be wise to send Rangers.
""This is where you come in. You are to aid Silaro, and the rest of the expedition, in whatever way you can. And, of course, you are to see to it that everyone returns alive and unharmed."" 
She gestures, and with the crystalline tinkling of thousands of shards of glass, the glittering map of the Valley reforms, taking the shape of Spire. 
""The easiest method by which you may descend into the arcology is by way of the Arcology Threshold in the village of Spire. However,"" she gestures again, and the map of the Valley returns, with certain areas marked by spinning golden flecks, ""there are numerous sinkholes and other entrances to the arcology scattered throughout the Valley as well. The route you take is up to you."""
campaign_guides.legacy_of_the_ancestors.1_missions_loa.narration_4,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions,"""May the Spirit of the Valley guide and protect you,"" she says. With that, Elder Thrush calls an end to the meeting and sends you on your way."
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_101.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_101,"At the base of a massive cylinder of forged carbon, you see several lambance rigs illuminating the space in a wide ring. Within, there are the beginnings of a base camp. The advance team moves about the space, taking stock, unpacking crates, setting up equipment, and building temporary structures. Beyond, there is a vast darkness, sparkling with a strange kind of precipitation that illuminates the boundaries of the cavern as it falls. Shadows move and shift as the droplets pass. The effect is mesmerizing.
""Beautiful, isn't it?"" A confident voice cuts through the still air. You turn to see a tall, bearded man with impeccable posture walking toward you. ""We've been calling it glitterain. Not sure what it is, but it sure is fascinating! I'm Harlan. Harlan Vos,"" he says, extending his hand in greeting. ""You must be the additional Rangers Elder Thrush promised us.""
You introduce yourself and inquire as to Silaro Mako's whereabouts.
""Silaro went on ahead some time ago,"" explains Harlan. ""He got so excited when he arrived that he just had to venture deeper. I've never been one to stand in the way of an explorer, so I didn't protest, but it's been at least a day since he left. Maybe I should have tried to convince him otherwise.""
You are about to respond when you feel a familiar tug on your backpack.
""Hi!"" You look down to see the cheerful face of Quisi Vos looking up at you. Is she … eating your trail mix? ""I'm glad you're here. That other Ranger's not nearly as fun as you are. What was his name again, dad?"" 
""Kal Iver,"" says Harlan. ""He arrived a few hours before you did. Said that we should expect you to be right behind him 'as usual.' He went on ahead, but he didn't seem too worried about Silaro. Can you keep an eye out for him? Silaro is supposed to be leading this expedition, after all. He should probably be here."""
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_101.narration_2,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_101#1101a,"The expedition's advance team has all but finished setting up on a large flat landing at the base of the Chimney. It looks like a small village, bustling with activity. Among the gathered crew, you spot the young rapscallion Quisi Vos talking excitedly with her father, Harlan, and your old rival, Kal Iver. 
Kal lies back on a hammock suspended several feet above the ground by two memlev devices, one at the head of the hammock and one at its foot. As you approach, he hops off with a grunt of effort and steps toward Silaro Mako, giving you a laconic salute. ""You're in good hands, Silaro,"" he says. ""Elder Thrush has sent us the absolute best.""
""Of course she did!"" says Silaro. ""All the Elders know how important this expedition is. They'll also be happy to know that my theory was correct! New passages have opened up in the arcology! The last time anyone was down here, there was only one passage leading from this chamber. Now there are many more. I'd be willing to bet there are even more beyond those!"" With hardly a pause, Silaro turns to you and says: ""What I need you to do is a bit of scouting. First, investigate the immediate vicinity, then we'll see about venturing deeper.""
He rummages in a nearby crate and withdraws a handheld device. ""Take this lambance rig with you. Illumination is in short supply down here, and you don't want to go fumbling around in the dark—not where you're going!"" He claps you on the back. ""Drink it in, my friend. Wherever you go, you could very well be the first human to set foot there in over a thousand years!"""
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_101.narration_3,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_101#1101a,"You note that Silaro is truly in his element. If he were any more excited, he may very well float back up to the surface. ""While you're away, I plan on doing some 'scouting' of my own,"" he says. ""I've discovered some Estian script that may very well be instructions for how to operate the arcology itself! I just need time to translate it. Perhaps by the time you return, I'll know more."" "
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_101.narration_4,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_101#1101a,"As Silaro departs, Kal pulls you aside. He speaks to you in an uncharacteristically low and serious tone. ""Between us, I'm not too keen on being down here,"" he says. ""I've done some scouting, and I rate the stability of this structure as tenuous at best. Tread lightly."" "
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_101.narration_5,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_101#1101a,"As you prepare to leave base camp, you take note of the damage done to the Estian ruins by the passage of the reclaimers: claw marks, shredded wall paneling, and the distinctive, all-too-familiar half-melted look indicating the presence of grubs.
Even as you shudder at the memory, you realize that something's not quite right. Where are the reclaimers themselves? The place should be swarming with them, shouldn't it? What could have happened to them all?
You draw your cloak a little more tightly as you proceed."
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_102.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_102,"You walk right up to Silaro before he notices you. He is busy studying a wall covered in blocky Estian script, and by the looks of his half-filled notebook, he's been doing so for quite a while. ""Oh, hello there!"" he smiles. ""Is it time for dinner already?""
When you explain that he's missed dinner, and perhaps some other meals besides, he shrugs. ""That explains why my belly has been rumbling, I suppose. There's just so much to discover down here! I could spend my entire life in these halls!"" 
You politely but persistently suggest that Silaro would be better off at the base camp organizing the operation, and that he can send others to scout in his stead. He keeps brushing off your suggestions until he stands up … and almost falls over on his face.
""Oh,"" he says when you help steady him. ""I guess I have missed a few too many meals. Very well. You win, you win. Let's return to base camp. Lead the way!"""
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_102.narration_2,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_102#1102a,"Your search leads you to a narrow passage branching off to the right. You poke your head in and see a vertical shaft about four meters deep. At the bottom is Silaro. His wan features break into a huge grin when he sees you. You quickly rig up ropes and haul the wayward archaeologist out of the hole. He is battered, pale, and has a pronounced limp, but he's alive. 
""Thank the ancestors!"" he says as he hungrily devours the trail mix you provide him. ""I was going along just fine, following my topographone, as I do. I turned a corner, and boof! A pit! I've been stuck there ever since. It's rather embarrassing, frankly. 
""Perhaps I'd better get up to camp and see how they're getting on,"" he says. ""I would appreciate your further assistance, of course. I wouldn't want to accidentally fall into any more pits!"""
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_102.narration_3,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_102#1102b,"""We've made it at last,"" says Silaro. ""Thank you for finding me … and bringing me back to camp safe and sound. I promise that I won't go wandering off again!"" He claps you on the back and smiles.
""And now that we're all here,"" he says. ""There's some work that needs doing! Come with me, and I'll explain."""
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_102.narration_4,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_102#1102c,"""Oh! Oooh!"" Silaro wails. ""My ankle! I don't think I can walk!"" You look Silaro up and down, take a deep breath, firm up your core, and hoist Silaro over your shoulder. ""My goodness! You're stronger than you look!"" he says."
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_102.narration_5,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_102#1102d,"You wake to the smell of a delicious aroma and find Silaro cooking something in a small pan over a low fire burning with a purple flame. ""Mushrooms!"" he says, delightedly. ""They make for a great fire, and they're quite edible. Care for some before we head out?"""
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_103.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_103,"The sun peeks through the clouds as you walk down the path toward Kobo's Market, bathing the green in a soft, golden light. The wide terrace of the marketplace is bustling with activity, and you see folk from every corner of the Valley chattering excitedly with one another. It appears as though Ren Kobo's semi-annual swap meet is well underway. Amid the din you can pick out elevated moments of some ferociously good-natured haggling."
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_103.narration_2,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_103,"As you make your way to the terrace, you're greeted by a throng of friendly faces. Some want to give you a small token by way of thanking you for your service to the Valley. Others are simply excited to see that a Ranger has come to the swap meet (who just might have something interesting to trade)! "
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_103.narration_3,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_103#1103a,"As you approach the throng, you feel a gentle tug on your sleeve. You turn and see the venerable Messipian merchant Ren Kobo. He beckons you to a quiet alcove, sheltered from the elements. He eyes the gear hanging from your pack and chuckles appreciatively.
""You've been doing well for yourself,"" he says. ""Some very nice pieces, I must say! But perhaps you'd be willing to trade something for this?"" 
He steps deeper into the alcove and returns with a truly impressive piece of headgear. ""This beauty has been sitting unused in my storehouse for far too many seasons.""
You notice that the hat is nearly identical to Ren Kobo's own. ""I liked it so much that I acquired a spare,"" he says. ""I've never worn it except to try it on."" He looks at the spare hat with great admiration. ""Perhaps this one would see use with you? It's a symbol of great distinction among the most accomplished sailors in the flotilla, and it keeps off the sun and rain to boot!"" "
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_104.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_104,"You spend hours at the swap meet, exchanging items and tales in equal measure. Although the new supplies are useful, learning what many of the people of the Valley have been up to since the reclaimer invasion is the most valuable part of the meet. 
Eventually, the sun dips behind the mountains, and everyone begins to pack their bags and prepare to leave. You say your farewells and receive many well-wishes. Then, as long shadows stretch across the market lawn, you cinch up your cloak, sling your pack over your shoulder, and head out."
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_105.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_105,"You recognize Tiella, the apprentice biologist from the Biological Outpost, sitting at a circular table near the buffet. When she sees you, her face lights up, and she waves you over. You haven't seen her since she lent you the services of Gus, her trusty mole, whose sensitive nose led you to discover where the reclaimers were nesting.
As you approach, Tiella clears her throat and looks at you expectantly. ""I distinctly remember that you promised to return Gus once the reclaimer threat had passed,"" she says. ""It's been two whole cycles, and no Gus!"" 
You apologize, and Tiella's expression softens. You unhook Gus's traveling cage from your pack and hand him over. ""Gus!"" she exclaims. ""I've missed you, little man!"" 
Gus snuffles happily and she pulls him from the cage so the two can nuzzle one another affectionately. You look at your tiny and stalwart companion, happy to see him reunited with Tiella but sad to see him go. 
As you turn to leave, the mole lets out a distressed chirp. Tiella regards him for a long moment.
""I think Gus wants to stay with you,"" she says. ""Clearly he's acquired a taste for adventure."" 
You protest, but Tiella shushes you. She nuzzles Gus one last time, then sets him gently back into his cage. ""Be safe out there, little man,"" she whispers. ""And come back to see me soon."" "
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_106.narration_1,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_106,"You're not overly familiar with the workings of the hydroelectric turbines beneath Spire—through which the waters of the Silverfin flow to provide energy to the village—but you're reasonably certain that this chamber is somehow connected. You find that if you remain still, and listen beyond the sound of dripping water—and that of your own heartbeat—you can perceive a distant thrum coming from somewhere above, reverberating through the surrounding rock. The rhythm of the thrum syncs with the occasional release of water into the chamber from the openings above, followed shortly thereafter by a low gurgling sound as that water is flushed from the chamber. You reflect on how great is the generosity of the Estians that they should leave so many mechanical wonders to be discovered and utilized by a people they would never meet in waking life."
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_106.narration_2,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_106,"As you explore the chamber known as Orlin's Vault, you recall the story of Sal Orlin—how it is said that the doors to the Vault opened as if operated by an unseen hand, and before him sat the Carbon Forge, illuminated alone in the pressing darkness. You're surprised then to learn that the Carbon Forge he discovered was but one of many—part of a vast workshop in which much of what the Estians wrought was brought to life and subsequently abandoned. However, these other forges are clearly in a state of horrible disrepair, perhaps beyond salvaging. You also find several depowered and disassembled machines, some as small as your closed fist, but others the size of a stilt horse. You're guessing the Estians used these machines extensively in constructing and maintaining the arcology, and there are probably more workshops and maintenance bays deeper within."
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_106.narration_3,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_106,"You determine that the spindlescuttlers must have constructed their nest long after the Estians succumbed to whatever fate befell them. Honeycombed mounds of earth and towers of gathered clay now sit upon the ruin of the Estians' great achievement. If the Estians were also responsible for the creation of the spindlescuttlers, as is commonly believed, then perhaps it is fitting that the spindlescuttlers should be the ones to continue the Estians' work, building more structures upon the foundation laid by their creators, thriving in their absence."
campaign_guides.legacy_of_the_ancestors.1_missions_loa.1_106.narration_4,https://thelivingvalley.earthbornegames.com/docs/campaign_guides/legacy_of_the_ancestors/missions/1_106#1106a,"With the goal of completing your surveying task for Silaro in sight, you decide to stop for awhile to rest your feet. In this moment, you become fully aware of the inherent stillness of the arcology, and you wonder: if you weren't down here tromping around, how much quieter it would be. Would it be wiser, perhaps, to leave this place undisturbed? Your thoughts drift to memories of the open sky and to the sweet scent of sunberries on the breeze.
You're stirred from your reverie by the sound of approaching footsteps and hushed conversation. To your surprise, Quisi Vos comes sprinting toward you, her way illuminated by a curious lantern—a transparent sphere containing what appears to be a glowing slug. You spot her father, Harlan, and Kal Iver walking calmly behind. Quisi sits down heavily beside you. ""This place is INCREDIBLE!"" she says. ""Look at this slug I found!"" Quisi is in the middle of recounting the Finding of the Slug when her father and Kal approach.
""Sorry to interrupt your story, Quisi,"" Harlan says. ""But we have a message from Silaro for our friend here."" He turns to you. ""Silaro's research has borne fruit, and he's off to the Concordant Ziggurats to put it to the test. He's requested your help in whatever he plans to do there, so he sent us on an errand to find you and deliver the message. Before we left, he was going on about the arcology being 'asleep' and just needing a nudge to wake up. I've never seen him so excited—and that's saying something.""
Kal steps forward. ""I'll take over the survey mission from here, so you can go help Silaro,"" he says. ""Silaro had a wild gleam in his eye when we left him. I'm not sure what to make of it. I think he may be more in need of your good sense than anything else you might provide."" You brief Kal on your survey progress and make note of the final location on your list.
Kal claps you on the shoulder. ""Leave it to me,"" he says.
""And me!"" Quisi announces. ""Let's go, Kal! Whoever's got the slug goes first!"" With that, Quisi is off, her father close behind. Kal looks at you pleadingly for a moment, then follows. "
